serial,title,abstract
101,"Study protocol of a randomized controlled clinical trial investigating the effects of omega-3 supplementation on endothelial function, vascular structure, and metabolic parameters in adolescents with type 1 diabetes","Background Type 1 diabetes is a main health burden with several related comorbidities. It has been shown that endothelial function, vascular structure, and metabolic parameters are considerably disrupted in patients with type 1 diabetes. Omega-3 as an adjuvant therapy may exert profitable effects on type 1 diabetes and its complications by improving inflammation, oxidative stress, immune responses, and metabolic status. Because no randomized clinical trial has examined the effects of omega-3 consumption in children and adolescents with type 1 diabetes; the present study aims to close this gap. Methods This investigation is a randomized clinical trial, in which sixty adolescents with type 1 diabetes will be randomly assigned to receive either omega-3 (600 mg/day) or placebo capsules for 12 weeks. Evaluation of anthropometric parameters, flow-mediated dilation (FMD) as an endothelial function marker, carotid intima-media thickness (CIMT) as a vascular structure marker, proteinuria, biochemical factors including glycemic and lipid profile, blood urea nitrogen (BUN), creatinine, high-sensitivity C-reactive protein (hs-CRP), and erythrocyte sedimentation rate (ESR), as well as blood pressure will be done at the baseline and end of the trial. Also, dietary intake and physical activity will be assessed throughout the study. Statistical analysis will be performed using the SPSS software (Version 24), and P < 0.05 will be considered statistically meaningful. Discussion It is hypothesized that omega-3 supplementation may be beneficial for the management of type 1 diabetes and its complications by reducing inflammation and oxidative stress and also modulating immune responses and glucose and lipid metabolism through various mechanisms. The present study aims to investigate any effect of omega-3 on patients with type 1 diabetes. Ethical aspects This trial received approval from Medical Ethics Committee of Iran University of Medical Sciences, Tehran, Iran (IR.IUMS.REC.1400.070). Trial registration Iranian Registry of Clinical Trials IRCT20210419051010N1 . Registered on 29 April 2021"
102,Availability and type of energy regulate the global distribution of neritic carbonates,"The study of carbonate rocks is primarily reliant on microfacies analysis, which is strongly based on the comparison with modern allochem assemblages. Despite the existence of several models aimed at comprehensively explaining, on the bases of abiotic factors, the distribution of carbonate-producing organisms, a global, quantitative and standardized overview of the composition of shallow-water carbonate sediments is still missing. Aiming to address this gap in knowledge, the current study provides a global database of the available quantitative data on neritic carbonate sediments. This is paired with satellite-based observations for the abiotic parameters. The results highlight a non-linear, multi-variable, dependence in the distribution of allochems and suggest that depth, temperature, and trophic state are, to a certain extent, interchangeable. The implication of which is a level of non-uniqueness for paleoenvironmental interpretation. The resulting distribution is rather continuous and stretches along an energy gradient. A gradient extending from solar energy, with autotrophs and symbiont-bearing organisms to chemical energy with heterotrophs. Further, quantitative data from modern oceans are still required to disentangle the remaining elements of uncertainty."
103,Atherogenic and cardiovascular risks of women on combined oral contraceptives: A comparative study,"Background: Although combined oral contraceptive (COC) is commonly used in sub-Saharan Africa, data on its cardiovascular disease risk remains scanty. The study aimed to determine serial serum lipid profiles and cardiovascular disease risks among COC-users. Methods: This is a prospective, comparative multicentered study conducted at four health facilities in Nigeria. Participants were new users of contraceptives; 120 each of women initiating COCs (group I) and those initiating other forms of nonhormonal contraceptives (group II) were recruited and monitored over a 6-month period. Serial lipid profile, blood pressure, and atherogenic risk for cardiovascular diseases were measured at recruitment (start) and scheduled follow-up clinic visits at 3 months and 6 months for all participants. Statistical analysis was performed with SPSS (version 21.0) and P value < 0.05 was considered significant. Results: In all, 225 participants (111 COC-users, 114 nonCOC-users) that completed the study were aged 18 to 49 years. There was a statistically significant increase in the diastolic blood pressure (P = 0.001), Low Density Lipoprotein- Cholesterol (P = 0.038) and higher atherogenic risk (P = 0.001) among COC-users compared to nonCOC-users. The serial total serum cholesterol, triglyceride, High Density Lipoprotein, systolic blood pressure, and body mass index were higher among COC-users but were not statistically significant compared to nonCOC-users. Conclusion: Alterations in lipid profile and increased short-term atherogenic risk for cardiovascular disease were reported among the COC-users in this study. Serial lipid profile and atherogenic risk assessment for cardiovascular diseases are recommended for monitoring of COC-users."
104,Genome-wide association study of REM sleep behavior disorder identifies novel loci with distinct polygenic and brain expression effects,"REM sleep behavior disorder (RBD) represents both an early marker and key symptom of synucleinopathies, mainly Parkinson disease (PD) and Lewy body dementia (LBD), and a strong opportunity for early clinical intervention for these conditions. Yet, the genetics of RBD are currently not well characterized. In this study, we perform the first genome-wide analyses on RBD, including genome-wide association study, pathway analysis, heritability, genetic correlation, and mendelian randomization. We report two novel RBD risk loci and replicate three previously reported, and identify key genetic similarities and differences between RBD and other synucleinopathies. These results contribute to overall genetic understanding of RBD, and thus a step closer to genetic prediction and targeted treatment of synucleinopathies."
105,Do caregiver interventions improve outcomes in relatives with dementia and mild cognitive impairment? A comprehensive systematic review and meta-analysis.,"Some reviews suggest benefits of nonpharmacological interventions for informal caregivers of people with dementia and mild cognitive impairment. These benefits may transfer to the care-recipients (CRs) through increased caregiving capability, reduced burden and depression among caregivers, and decreased negative mood contagion. However, large-scale review on these effects on the CRs is lacking. We searched PsycINFO, CINAHL with Full Text, MEDLINE, and PubMed from inception to end of 2020 and found 142 articles that reported randomized controlled trials (RCTs) of caregiver interventions using CR outcomes. Interventions were found to reduce neuropsychiatric symptoms (NPS) in general and behavioral and mood disturbance specifically, enhance cognition and quality of life, and delay institutionalization and mortality, with care coordination/case management, educational intervention with psychotherapeutic components (psychoeducation-b), and direct training of the CR (with caregiver involvement) being the more potent interventions. The kinds of benefit depend on the types of intervention. NPS was reduced by psychoeducation-b, care coordination/case management, and CR training. Cognition and quality of life were enhanced by CR training and care coordination/case management, respectively. Institutionalization was delayed by multicomponent interventions and respite (based on one study). However, the effects were generally small to very small. Together with existing findings on caregiver outcomes, a tripartite scaffolding model of caregiver support is proposed. The model is composed of three components: (a) care coordination/case management (i.e., enhanced usual care), (b) psychoeducation-b, and (c) CR training. Future directions in terms of developing consensual guidelines, a registry of intervention manuals, and family-centered programs with flexibility in delivery are discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)."
106,Molecular Detection of Potato Viruses in Bangladesh and Their Phylogenetic Analysis,"Potato (Solanum tuberosum) is a major food source in the whole world including Bangladesh. Viral diseases are the key constraint for sustainable potato production by reducing both quality and quantity. To determine the present status of eight important potato viruses in Bangladesh, tuber samples were collected from three major potato growing regions (Munshiganj, Jessore and Bogra districts) in January–February 2017 and February 2018. Reverse transcription polymerase chain reaction (RT-PCR) with coat protein (CP)-specific primers were used to amplify CP sequences of the respective viruses, and confirmed by sequencing, which were deposited in the GenBank. Results indicated that the tuber samples were subjected to Potato leafroll virus (PLRV), Potato virus X (PVX), Potato virus Y (PVY), Potato virus S (PVS), Potato virus H (PVH), Potato aucuba mosaic virus (PAMV) and Potato virus M (PVM) infection, whereas mixed infections were very common. Phylogenetic analysis revealed that the PLRV from this study was closely related to a Canadian and a Chinese isolate, respectively; PVX was closely related to a Canadian and a Chinese isolate, respectively; PVY was closely related to a Chinese isolate; PVS was closely related to a Chinese and an Iranian isolate, respectively; PAMV was closely related to a Canadian isolate; PVH was closely related to a Huhhot isolate of China; and PVM was closely related to an Indian and an Iranian isolate, respectively. As far as we know, PAMV in this study is the first report in Bangladesh. These findings will provide a great scope for appropriate virus control strategies to virus free potato production in Bangladesh."
107,Epidemiology of C2 fractures and determinants of surgical management: analysis of a national registry,"Objective Operative management of axis fractures (C2) usually depend on the stability and location of the break and individual patient characteristics. We sought to describe the epidemiology of C2 fractures and hypothesized that determinants for surgery would differ by fracture diagnosis. Methods Patients with C2 fractures were identified from the US National Trauma Data Bank from January 1, 2017, to January 1, 2020. Patients were classified by C2 fracture diagnosis: odontoid type II, odontoid types I and III, and non-odontoid fracture (hangman’s fracture or fractures through base of the axis). The primary comparison was C2 fracture surgery versus non-operative management. Multivariate logistic regression was used to identify independent associations with surgery. Decision tree-based models were developed to identify determinants for surgery. Results There were 38 080 patients; 42.7% had an odontoid type II fracture; 16.5% had an odontoid type I/III fracture; and 40.8% had a non-odontoid fracture. All examined patient demographics, clinical characteristics, outcomes, and interventions differed by C2 fracture diagnosis. Overall, 5292 (13.9%) were surgically managed (17.5% odontoid type II, 11.0% odontoid type I/III, and 11.2% non-odontoid; p<0.001). The following covariates increased odds of surgery for all three fracture diagnoses: younger age, treatment at a level I trauma center, fracture displacement, cervical ligament sprain, and cervical subluxation. Determinants of surgery differed by fracture diagnosis: for odontoid type II, age ≤80 years, a displaced fracture, and cervical ligament sprain were determinants; for odontoid type I/III, age ≤85 years, a displaced fracture, and cervical subluxation were determinants; for non-odontoid fractures, cervical subluxation and cervical ligament sprain were the strongest determinants for surgery, by hierarchy. Conclusions This is the largest published study of C2 fractures and current surgical management in the USA. Odontoid fractures, regardless of type, had age and fracture displacement as the strongest determinants for surgical management, whereas associated injuries were determinants of surgery for non-odontoid fractures. Level of evidence III."
108,Effect of evening primrose oil supplementation on lipid profile: A systematic review and meta‐analysis of randomized clinical trials,"Studies have shown that evening primrose oil (EPO) supplementation might be effective in improving lipid profile, however, the results are inconsistent. This study was performed to determine the direction and magnitude of the EPO effect on the lipid profile."
109,Experimental and Compassionate Drug Use During the First Wave of the COVID-19 Pandemic: A Retrospective Single-Center Study,"Concomitant experimental/compassionate drug administration has been all-pervasive in the treatment of COVID-19 patients. The objective of this study was to study the relationship between patient severity, the number of experimental/compassionate medications received (main outcome measure), and patient outcomes [survival to hospital discharge and length of hospital stay (LOS)]. Retrospective analysis of data collected in real time during the first pandemic wave in a tertiary care hospital. Data included patient demographics, comorbidities, admission vital signs, laboratory values, most extreme respiratory intervention during hospitalization, and data regarding treatment with compassionate/experimental drugs during their stay. Overall, 292 PCR-confirmed patients with symptoms of COVID-19 were studied (March/April, 2020). Increasing respiratory support correlated with both LOS and mortality. Patients were more likely to receive more than 1 experimental/compassionate drugs as respiratory support escalated, ranging from 3% (n = 4/136) among patients on room air to 77.3% (n = 17/22) of mechanically ventilated/ECMO patients (P < 0.001, linear by linear association). The mean number of experimental/compassionate drugs received also increased with escalating respiratory support (P < 0.001, one-way ANOVA). After adjustment for severity of patient condition, administration of more experimental/compassionate drugs was unrelated to survival (P = 0.24), but was related to increased LOS (P < 0.001). Patients that were hospitalized in worse condition were more likely to receive more experimental/compassionate drugs. Treatment was unrelated to survival but may have been related to LOS. This finding raises questions regarding the results of studies on medication effects that adjusted for multiple drug administration."
110,The Therapeutic Aspects of Embroidery in Art Therapy from the Perspective of Adolescent Girls in a Post-Hospitalization Boarding School,"This phenomenological qualitative study explored the experiences of adolescent girls with emotional disorders from post-hospitalization boarding schools who embroidered in an art therapy open studio group. A Youth Participatory Action Research approach and the bioecological model were used to shed light on the therapeutic process of embroidery. Through a thematic analysis of the focus groups and interviews with 13 participants, we identified five themes specifically related to embroidery: (a) control versus release/freedom; (b) calmness that comes from the repetitive action and focus; (c) the experience of being exceptional versus conventional; (d) the “stitch through time” experience, which involves a dialogue with the past, present, and future through embroidery; and (e) the overt-latent layers of consciousness. The findings suggest that embroidery has therapeutic benefits for this population and supports psychological development. This study reveals that embroidery, whose threads are intricately embedded in society and culture, and may provide a unique and meaningful activity for young people in post-hospitalization boarding schools and enables a social and cultural exploration of self and community. Limitations of this study and recommendations for further research are also discussed."
111,Risk of mortality and complications in patients with schizophrenia and diabetes mellitus: population-based cohort study,"Background Schizophrenia patients have markedly elevated prevalence of diabetes compared with the general population. However, risk of mortality and diabetes-related complications among schizophrenia patients with co-occurring diabetes is understudied. Aims We investigated whether schizophrenia increased the risk of overall mortality, complications and post-complication mortality in people with diabetes. Method This population-based, propensity-score matched (1:10) cohort study identified 6991 patients with incident diabetes and pre-existing schizophrenia and 68 682 patients with incident diabetes only between 2001 and 2016 in Hong Kong using a medical record database of public healthcare services. Association between schizophrenia and all-cause mortality was examined with a Cox proportional hazards model. Effect of schizophrenia on first-year complication occurrence following diabetes diagnosis and post-complication mortality rates were evaluated. Results Schizophrenia was associated with increased all-cause mortality (adjusted hazards ratio [aHR] 1.11, 95% CI 1.05–1.18), particularly among men and older age groups. Schizophrenia patients with diabetes had higher metabolic complication rate (aHR 1.99, 95% CI 1.63–2.42), lower microvascular complication rate (aHR 0.75, 95% CI 0.65–0.86) and comparable macrovascular complication rate (aHR 0.93, 95% CI 0.85–1.03), relative to patients with diabetes only. Among patients with diabetes complications, schizophrenia was associated with elevated all-cause mortality after macrovascular (aHR 1.19, 95% CI 1.04–1.37) and microvascular (aHR 1.33, 95% CI 1.08–1.64) complications. Gender-stratified analyses revealed that a significant effect of schizophrenia on heightened post-complication mortality was observed in men only. Conclusions Schizophrenia patients with co-occurring diabetes are at increased risk of excess mortality, including post-complication mortality. Further research identifying effective interventions is warranted to optimise diabetes-related outcomes in this vulnerable population."
112,A Spin-Based Pathway to Testing the Quantum Nature of Gravity,"A key open problem in physics is the correct way to combine gravity (described by general relativity) with everything else (described by quantum mechanics). This problem suggests that general relativity and possibly also quantum mechanics need fundamental corrections. Most physicists expect that gravity should be quantum in character, but gravity is fundamentally different to the other forces because it alone is described by spacetime geometry. Experiments are needed to test whether gravity, and hence space-time, is quantum or classical. We propose an experiment to test the quantum nature of gravity by checking whether gravity can entangle two micron-sized crystals. A pathway to this is to create macroscopic quantum superpositions of each crystal first using embedded spins and Stern-Gerlach forces. These crystals could be nanodiamonds containing nitrogen-vacancy (NV) centres. The spins can subsequently be measured to witness the gravitationally generated entanglement. This is based on extensive theoretical feasibility studies and experimental progress in quantum technology. The eventual experiment will require a medium-sized consortium with excellent suppression of decoherence including vibrations and gravitational noise. In this white paper, we review the progress and plans towards realizing this. While implementing these plans, we will further explore the most macroscopic superpositions that are possible, which will test theories that predict a limit to this."
113,A detailed analysis of the Gl 486 planetary system,"The Gl 486 system consists of a very nearby, relatively bright, weakly active M3.5 V star at just 8 pc with a warm transiting rocky planet of about 1.3 R_Terra and 3.0 M_Terra that is ideal for both transmission and emission spectroscopy and for testing interior models of telluric planets. To prepare for future studies, we collected light curves of seven new transits observed with the CHEOPS space mission and new radial velocities obtained with MAROON-X/Gemini North and CARMENES/Calar Alto telescopes, together with previously published spectroscopic and photometric data from the two spectrographs and TESS. We also performed interferometric observations with the CHARA Array and new photometric monitoring with a suite of smaller telescopes. From interferometry, we measure a limb-darkened disc angular size of the star Gl 486. Together with a corrected Gaia EDR3 parallax, we obtain a stellar radius. We also measure a stellar rotation period at P_rot ~ 49.9 d, an upper limit to its XUV (5-920 AA) flux with new Hubble/STIS data, and, for the first time, a variety of element abundances (Fe, Mg, Si, V, Sr, Zr, Rb) and C/O ratio. Besides, we impose restrictive constraints on the presence of additional components, either stellar or substellar, in the system. With the input stellar parameters and the radial-velocity and transit data, we determine the radius and mass of the planet Gl 486 b at R_p = 1.343+/0.063 R_Terra and M_p = 3.00+/-0.13 M_Terra. From the planet parameters and the stellar element abundances, we infer the most probable models of planet internal structure and composition, which are consistent with a relatively small metallic core with respect to the Earth, a deep silicate mantle, and a thin volatile upper layer. With all these ingredients, we outline prospects for Gl 486 b atmospheric studies, especially with forthcoming James Webb Space Telescope observations (abridged)."
114,RNA-Seq Analysis of Activated PBMC Treated With LMWF5A Predicts an Anti-Inflammatory Mode of Action and Similar Drug Targets to Dexamethasone,"Background: The low molecular weight fraction of human serum albumin (LMWF5A) has immunomodulatory activity via its effects on multiple inflammatory mediators and is currently being evaluated for the treatment of hyperactive or persistent inflammatory conditions. To gain further insight into the mechanism of action (MOA) of LMWF5A, an investigation of its effects on activated immune cells was performed. Methods and Results: Peripheral blood mononuclear cells (PBMC) were treated with vehicle control or LMWF5A and stimulated with lipopolysaccharide (LPS), LPS/interferon γ, or interleukin (IL)-4/IL-13, and RNAseq was performed to determine differentially expressed genes (DEGs) within each condition. Unbiased Ingenuity Pathway Analysis (IPA) of DEGs revealed anti-inflammatory and pro-resolving activities for LMWF5A. Moreover, comparison to all IPA upstream regulators predicted that the LMWF5A MOA is opposite to pro-inflammatory regulators and significantly matches the activity of several anti-inflammatory molecules. These analyses identified the glucocorticoid dexamethasone (DEX) as the most significantly similar regulator to LMWF5A. To further explore similarities to DEX, LMWF5A DEGs were compared to two publicly available datasets of activated, DEX-treated PBMC. These comparisons showed continuity between predicted upstream regulators, affording further support to the hypothesis that LMWF5A acts in a manner like DEX. Nevertheless, not all LMWF5A-targeted DEGs showed directional regulation identical to DEX. Conclusions: This study further defines the MOA of LMWF5A and provides hypotheses for future investigations. Because of its predicted similar biological effects and known safety profile, LMWF5A could potentially be used to treat conditions that are supported for DEX with fewer or less harmful side effects."
115,Immune cell subset profiling in multiple sclerosis after fingolimod initiation and continued treatment: The FLUENT study,"Background Fingolimod is a sphingosine 1-phosphate receptor modulator approved for relapsing MS. Long-term effects on the immunological profile are not fully understood. Objective Investigate fingolimod's temporal effects on immune cell subsets, and safety outcomes. Methods In FLUENT, a 12-month, prospective, non-randomized, open-label, phase IV study, adult participants received fingolimod 0.5 mg/day. Changes in immune cell subsets, anti-John Cunningham virus (JCV) antibody index, and serum neurofilament levels were assessed. Results 165 fingolimod-naive and 217 participants treated for 2–12 years in routine clinical practice were enrolled. Levels of all monitored peripheral lymphocyte subsets were reduced from month 3 in fingolimod-naive participants. Greatest reductions occurred in naive and central memory CD4+ and CD8+ T cells, and in naive and memory B cells. Most lymphocyte subset levels remained stable in the continuous fingolimod group. Components of the innate immune system remained within reference ranges. No increase in JCV seropositivity was observed. No single cellular subset correlated with anti-JCV antibody index at any time point. Neurofilament levels remained within healthy adult reference limits throughout. No opportunistic infections were reported; no new or unexpected safety signals were observed. Conclusion FLUENT provides insights into the utility of immunological profiling to evaluate therapy response and potential infection risk."
116,Neutrino-Nucleon Cross-Section Model Tuning in GENIE v3,"We summarise the results of a study performed within the GENIE global analysis framework, revisiting the GENIE bare-nucleon cross-section tuning and, in particular, the tuning of a) the inclusive cross-section, b) the cross-section of low-multiplicity inelastic channels (single-pion and double-pion production), and c) the relative contributions of resonance and non-resonance processes to these final states. The same analysis was performed with several different comprehensive cross-section model sets available in GENIE Generator v3. In this work we performed a careful investigation of the observed tensions between exclusive and inclusive data, and installed analysis improvements to handle systematics in historic data. All tuned model configurations discussed in this paper are available through public releases of the GENIE Generator. With this paper we aim to support the consumers of these physics tunes by providing comprehensive summaries of our alternate model constructions, of the relevant datasets and their systematics, and of our tuning procedure and results."
117,Genotype–phenotype correlation in PRKN-associated Parkinson’s disease,"Bi-allelic pathogenic variants in PRKN are the most common cause of autosomal recessive Parkinson’s disease (PD). 647 patients with PRKN -PD were included in this international study. The pathogenic variants present were characterised and investigated for their effect on phenotype. Clinical features and progression of PRKN -PD was also assessed. Among 133 variants in index cases ( n  = 582), there were 58 (43.6%) structural variants, 34 (25.6%) missense, 20 (15%) frameshift, 10 splice site (7.5%%), 9 (6.8%) nonsense and 2 (1.5%) indels. The most frequent variant overall was an exon 3 deletion ( n  = 145, 12.3%), followed by the p.R275W substitution ( n  = 117, 10%). Exon3, RING0 protein domain and the ubiquitin-like protein domain were mutational hotspots with 31%, 35.4% and 31.7% of index cases presenting mutations in these regions respectively. The presence of a frameshift or structural variant was associated with a 3.4 ± 1.6 years or a 4.7 ± 1.6 years earlier age at onset of PRKN -PD respectively ( p  < 0.05). Furthermore, variants located in the N-terminus of the protein, a region enriched with frameshift variants, were associated with an earlier age at onset. The phenotype of PRKN -PD was characterised by slow motor progression, preserved cognition, an excellent motor response to levodopa therapy and later development of motor complications compared to early-onset PD. Non-motor symptoms were however common in PRKN -PD. Our findings on the relationship between the type of variant in PRKN and the phenotype of the disease may have implications for both genetic counselling and the design of precision clinical trials."
118,Participative decision making in schools in individualist and collectivist cultures: The micro-politics behind distributed leadership,"Despite the popularity of distributed leadership theory, the investigation of the micro-political aspects of such models have scarcely been explored, and insights on the cultural variety of distributed practices in schools are limited. The present study aimed to explore what micro-political aspects emerge in participative decision making in collectivist and individualist cultures. To this end, a multiple case study method was adopted, focusing on four Israeli public high schools. Schools were chosen to represent an ‘extreme’ case selection rationale: two non-religious urban schools representing individualist cases, and two communal schools in religious kibbutzim representing communal schools. The analysis shed light on three micro-political points of comparison between the prototypes of participative decision making in collectivist and individualist cultures related to control, actors, and stage crafting. The findings and implications are discussed."
119,Dynamic responses of chlorophyll fluorescence parameters to drought across diverse plant families.,"Chlorophyll fluorescence measurement is a quick and efficient tool for plant stress-level detection. The use of Pulse amplitude modulation (PAM), allows the detection of the plant stress level under field conditions. Over the years, several parameters estimating different parts of the chlorophyll and photosystem response were developed to describe the plant stress level. Despite all fluorescence parameters being based on the same measurements, their relationship remains unclear, and their response to drought stress is significantly influenced by the incoming light intensity. In this study, we use six different annual plants from different families, both C3 and C4 photosynthesis types, to describe the plant response to drought through the fluorescence parameters response (NPQ, Y(NPQ), and qN). To describe the dynamic response to drought, we employed light-response curves, adapting and fitting an equation for each curve to compare the drought response for each fluorescence parameter. The results demonstrated that the non-photochemical quenching (NPQ) and the quantum yield of non-photochemical quenching [Y(NPQ)] maximal values decrease when the PSII functionality (Fv/Fm) is lower than ~0.7. The basal fluorescence level ( F 0 $$ {F}_0 $$ and F s ) $$ {F}_s\Big) $$ remained unaffected by the stress level and stayed stable across the various plants and stress levels. Our results indicate that the response of different stress parameters follows a distinct order under continuous drought. Consequently, monitoring just one parameter during long-term stress assessments may result in biased analysis outcomes. Incorporating multiple chlorophyll fluorescence parameters offers a more accurate reflection of the plant's stress level."
120,Quantum computing universal thermalization dynamics in a (2 + 1)D Lattice Gauge Theory,"Simulating non-equilibrium phenomena in strongly-interacting quantum many-body systems, including thermalization, is a promising application of near-term and future quantum computation. By performing experiments on a digital quantum computer consisting of fully-connected optically-controlled trapped ions, we study the role of entanglement in the thermalization dynamics of a Z2 lattice gauge theory in 2+1 spacetime dimensions. Using randomized-measurement protocols, we efficiently learn a classical approximation of non-equilibrium states that yields the gap-ratio distribution and the spectral form factor of the entanglement Hamiltonian. These observables exhibit universal early-time signals for quantum chaos, a prerequisite for thermalization. Our work, therefore, establishes quantum computers as robust tools for studying universal features of thermalization in complex many-body systems, including in gauge theories. Probing quantum many-body systems while undergoing thermalisation is challenging, especially when looking for signatures of ergodicity and quantum chaos. Here, the authors study a lattice gauge theory in 2+1 dimensions using a trapped-ion-based universal digital quantum computer, unveiling the role of entanglement in the thermalization dynamics."
121,Plasma pTau181 and amyloid markers predict conversion to dementia in idiopathic REM sleep behaviour disorder,"Abstract Blood-based biomarkers for Alzheimer’s disease (AD) pathology have been investigated intensively as markers for AD-related neurodegeneration. Comorbid AD pathology is common in dementia with Lewy bodies (DLB). Accordingly, we hypothesized that plasma biomarkers associated with AD pathology might be useful to predict DLB in a cohort of idiopathic/isolated REM sleep behaviour disorder (iRBD), an incipient synucleinopathy. The aim of this study was to determine whether plasma amyloid-β and pTau181 biomarkers can predict DLB. This longitudinal single-centre (Canada) cohort study included 158 individuals with polysomnography-confirmed iRBD between September 2004 and October 2022, each providing blood plasma samples, who were then offered prospective follow-up. Plasma Aβ40, Aβ42 and pTau181 levels were measured using NeuroToolKit, a prototype assay panel of neurodegeneration (Roche Diagnostics International Ltd). The primary outcome was the association between plasma biomarkers at baseline and eventual development of DLB. Correlations between plasma markers and baseline cognitive tests were assessed. A total of 142 iRBD participants [109 male (77%); mean ± SD, 67.6 ± 8.0 years of age] were included in the final analysis. On prospective follow-up (2.9 ± 2.1 years after sampling), 32 individuals phenoconverted to a defined neurodegenerative syndrome (18 DLB, 13 Parkinson’s disease and one multiple system atrophy). The combined phenoconvertor group had lower baseline plasma Aβ42/40 ratio compared with non-phenoconvertors (mean ± SD, 0.103 ± 0.010 versus 0.114 ± 0.012, P < 0.001) and higher pTau181 levels (0.993 ± 0.354 versus 0.784 ± 0.266 pg/ml, P = 0.008). When divided by phenoconversion subtype, significant differences were seen selectively in DLB convertors [Aβ42/40 = 0.101 ± 0.010, difference −0.011, 95% confidence interval (−0.016; −0.005), P < 0.001; pTau181 = 1.144 ± 0.326 pg/ml, difference 0.282 pg/ml, 95% confidence interval (0.146; 0.418), P < 0.001]. Cross-sectional analysis showed that plasma pTau181 (but not Aβ42/40) was correlated with cognitive tests across various domains. Our results indicate that plasma Aβ42/40 ratio and pTau181 can predict conversion to DLB in iRBD."
122,Oxidative phosphorylation regulates B cell effector cytokines and promotes inflammation in multiple sclerosis,"Dysregulated B cell cytokine production contributes to pathogenesis of immune-mediated diseases including multiple sclerosis (MS); however, the underlying mechanisms are poorly understood. In this study we investigated how cytokine secretion by pro-inflammatory (GM-CSF–expressing) and anti-inflammatory (IL-10–expressing) B cells is regulated. Pro-inflammatory human B cells required increased oxidative phosphorylation (OXPHOS) compared with anti-inflammatory B cells. OXPHOS reciprocally modulated pro- and anti-inflammatory B cell cytokines through regulation of adenosine triphosphate (ATP) signaling. Partial inhibition of OXPHOS or ATP-signaling including with BTK inhibition resulted in an anti-inflammatory B cell cytokine shift, reversed the B cell cytokine imbalance in patients with MS, and ameliorated neuroinflammation in a myelin oligodendrocyte glycoprotein (MOG)–induced experimental autoimmune encephalitis mouse model. Our study identifies how pro- and anti-inflammatory cytokines are metabolically regulated in B cells and identifies ATP and its metabolites as a “fourth signal” that shapes B cell responses and is a potential target for restoring the B cell cytokine balance in autoimmune diseases. OXPHOS-derived ATP and its metabolites modulate the balance of B cell cytokines in health and disease. Editor’s summary Patients with multiple sclerosis (MS) harbor high frequencies of pro-inflammatory B cells, which promote inflammation; yet, it is unclear how cytokine production in B cells is regulated. Li et al. studied cytokine regulation in pro-inflammatory (GM-CSF+) and anti-inflammatory (IL-10+) human B cells, identifying that pro-inflammatory B cells were more metabolically active with increased oxidative phosphorylation (OXPHOS). B cells from patients with MS also had increased OXPHOS, which was required for pro-inflammatory cytokine production, and inhibition of OXPHOS or BTK restored the balance of cytokine production. B cell OXPHOS contributed to the pathogenesis of neuroinflammation in mice by regulating adenosine triphosphate (ATP) signaling. These findings indicate that human B cell cytokine production is metabolically regulated and identify OXPHOS as a potential target for the treatment of MS. —Hannah Isles"
123,Graphene Oxide Nanosheets Toxicity in Mice Is Dependent on Protein Corona Composition and Host Immunity,"Two-dimension graphene oxide (GO) nanosheets with high and low serum protein binding profiles (high/low hard-bound protein corona/HChigh/low) are used in this study as model materials and screening tools to investigate the underlying roles of the protein corona on nanomaterial toxicities in vivo. We proposed that the in vivo biocompatibility/nanotoxicity of GO is protein corona-dependent and host immunity-dependent. The hypothesis was tested by injecting HChigh/low GO nanosheets in immunocompetent ICR/CD1 and immunodeficient NOD-scid II2rγnull mice and performed histopathological and hematological evaluation studies on days 1 and 14 post-injection. HClow GO induced more severe acute lung injury compared to HChigh GO in both immunocompetent and immunodeficient mice, with the effect being particularly pronounced in immunocompetent animals. Additionally, HClow GO caused more significant liver injury in both types of mice, with immunodeficient mice being more susceptible to its hepatotoxic effects. Moreover, administration of HClow GO resulted in increased hematological toxicity and elevated levels of serum pro-inflammatory cytokines in immunocompromised and immunocompetent mice, respectively. Correlation studies were conducted to explore the impact of distinct protein corona compositions on resulting toxicities in both immunocompetent and immunodeficient mice. This facilitated the identification of consistent patterns, aligning with those observed in vitro, thus indicating a robust in vitro–in vivo correlation. This research will advance our comprehension of how hard corona proteins interact with immune cells, leading to toxicity, and will facilitate the development of improved immune-modulating nanomaterials for therapeutic purposes."
